time,m_ballast_pumped,m_pitch,m_pressure,density
2024-08-06T08:18:47Z,NaN,NaN,NaN,1020.4763
2024-08-06T08:18:55Z,NaN,NaN,1.22149,1020.46814
2024-08-06T08:19:03Z,NaN,-0.509636,NaN,NaN
2024-08-06T08:19:41Z,NaN,NaN,2.08876,1020.46655
2024-08-06T08:19:45Z,NaN,-0.453786,NaN,1020.46655
2024-08-06T08:20:29Z,NaN,-0.459022,2.73342,NaN
2024-08-06T08:20:33Z,NaN,NaN,NaN,NaN
2024-08-06T08:21:09Z,NaN,-0.460767,NaN,NaN
2024-08-06T08:21:17Z,NaN,NaN,3.42677,NaN
2024-08-06T08:21:21Z,NaN,NaN,NaN,NaN
2024-08-06T08:21:37Z,NaN,NaN,NaN,1020.4916
2024-08-06T08:21:44Z,NaN,NaN,NaN,1020.4925
2024-08-06T08:21:49Z,NaN,0.382227,NaN,NaN
2024-08-06T08:21:51Z,NaN,NaN,NaN,1020.49725
2024-08-06T08:21:58Z,NaN,NaN,NaN,1020.58044
2024-08-06T08:22:05Z,NaN,NaN,NaN,1020.66754
2024-08-06T08:22:05Z,NaN,NaN,2.96299,1021.8598
2024-08-06T08:22:12Z,NaN,NaN,NaN,NaN
2024-08-06T08:22:19Z,NaN,NaN,NaN,1023.3884
2024-08-06T08:22:26Z,NaN,NaN,NaN,1024.568
2024-08-06T08:22:29Z,NaN,0.486947,NaN,1024.829
2024-08-06T08:22:33Z,NaN,NaN,NaN,NaN
2024-08-06T08:22:40Z,NaN,NaN,NaN,1024.8043
2024-08-06T08:22:47Z,NaN,NaN,NaN,1024.8287
2024-08-06T08:22:53Z,NaN,NaN,1.68759,NaN
2024-08-06T08:22:54Z,NaN,NaN,NaN,1024.8522
2024-08-06T08:23:01Z,NaN,NaN,NaN,1024.9421
2024-08-06T08:23:08Z,NaN,NaN,NaN,NaN
2024-08-06T08:23:09Z,NaN,0.446804,NaN,1024.9563
2024-08-06T08:23:15Z,NaN,NaN,NaN,1024.9769
2024-08-06T08:23:22Z,NaN,NaN,NaN,1024.9816
2024-08-06T08:23:29Z,NaN,NaN,NaN,NaN
2024-08-06T08:23:36Z,NaN,NaN,NaN,1024.9904
2024-08-06T08:23:41Z,NaN,NaN,0.817997,NaN
2024-08-06T08:23:43Z,NaN,NaN,NaN,1025.0145
2024-08-06T08:23:49Z,NaN,0.511381,NaN,1025.0251
2024-08-06T08:23:50Z,NaN,NaN,NaN,1025.0452
2024-08-06T08:23:57Z,NaN,NaN,NaN,1025.0724
2024-08-06T08:24:04Z,NaN,NaN,NaN,NaN
2024-08-06T08:24:11Z,NaN,NaN,NaN,1025.1135
2024-08-06T08:24:13Z,NaN,NaN,NaN,1025.1239
2024-08-06T08:24:17Z,NaN,NaN,NaN,NaN
2024-08-06T08:24:29Z,NaN,NaN,0.10609,1025.1378
2024-08-06T08:24:45Z,NaN,NaN,NaN,1025.146
2024-08-06T08:24:49Z,NaN,NaN,NaN,1025.1497
2024-08-06T08:25:09Z,NaN,NaN,NaN,1025.1519
2024-08-06T08:25:17Z,NaN,NaN,0.964088,NaN
2024-08-06T08:25:21Z,NaN,NaN,NaN,1025.1558
2024-08-06T08:26:05Z,NaN,NaN,1.90093,1025.1588
2024-08-06T08:26:09Z,NaN,NaN,NaN,NaN
2024-08-06T08:26:54Z,NaN,NaN,2.55718,1025.1625
2024-08-06T08:26:58Z,NaN,NaN,NaN,NaN
2024-08-06T08:27:42Z,NaN,NaN,3.19488,1025.1661
2024-08-06T08:27:46Z,NaN,NaN,NaN,1025.1705
2024-08-06T08:28:30Z,NaN,NaN,3.2343,1025.1747
2024-08-06T08:28:34Z,NaN,NaN,NaN,NaN
2024-08-06T08:29:18Z,NaN,NaN,2.07253,1025.1787
2024-08-06T08:30:06Z,NaN,NaN,0.989596,NaN
2024-08-06T08:30:10Z,NaN,NaN,NaN,1025.183
2024-08-06T08:30:50Z,NaN,NaN,NaN,1025.1882
2024-08-06T08:30:54Z,NaN,NaN,0.249863,1025.1912
2024-08-06T08:30:58Z,NaN,NaN,NaN,1025.1912
2024-08-06T08:31:22Z,NaN,NaN,NaN,NaN
2024-08-06T08:31:30Z,NaN,NaN,NaN,1025.1879
2024-08-06T08:31:34Z,NaN,-0.347321,NaN,1025.1819
2024-08-06T08:31:42Z,NaN,NaN,0.644078,1025.1737
2024-08-06T08:31:50Z,NaN,NaN,NaN,NaN
2024-08-06T08:32:14Z,NaN,-0.60912,NaN,1025.168
2024-08-06T08:32:30Z,NaN,NaN,1.81977,1025.1597
2024-08-06T08:32:46Z,NaN,NaN,NaN,1025.1547
2024-08-06T08:32:54Z,NaN,-0.429351,NaN,NaN
2024-08-06T08:33:18Z,NaN,NaN,2.43892,1025.1456
2024-08-06T08:33:34Z,NaN,-0.418879,NaN,1025.1398
2024-08-06T08:34:06Z,NaN,NaN,3.01633,1025.1222
2024-08-06T08:34:14Z,NaN,-0.404916,NaN,NaN
2024-08-06T08:34:22Z,NaN,NaN,NaN,1025.1005
2024-08-06T08:34:42Z,NaN,NaN,NaN,1025.0625
2024-08-06T08:34:54Z,NaN,NaN,NaN,1025.0092
2024-08-06T08:34:54Z,NaN,0.551524,3.4662,1024.9469
2024-08-06T08:35:01Z,NaN,NaN,NaN,NaN
2024-08-06T08:35:08Z,NaN,NaN,NaN,1024.8972
2024-08-06T08:35:10Z,NaN,NaN,NaN,NaN
2024-08-06T08:35:15Z,NaN,NaN,NaN,1024.8368
2024-08-06T08:35:22Z,NaN,NaN,NaN,1024.6921
2024-08-06T08:35:29Z,NaN,NaN,NaN,1024.623
2024-08-06T08:35:34Z,NaN,0.446804,NaN,1023.8761
2024-08-06T08:35:36Z,NaN,NaN,NaN,1022.7003
2024-08-06T08:35:42Z,NaN,NaN,2.33457,1021.42816
2024-08-06T08:35:43Z,NaN,NaN,NaN,NaN
2024-08-06T08:35:50Z,NaN,NaN,NaN,1020.5452
2024-08-06T08:35:57Z,NaN,NaN,NaN,NaN
2024-08-06T08:36:04Z,NaN,NaN,NaN,1020.5294
2024-08-06T08:36:11Z,NaN,NaN,NaN,1020.46924
2024-08-06T08:36:14Z,NaN,0.439823,NaN,1020.46625
2024-08-06T08:36:18Z,NaN,NaN,NaN,1020.45886
2024-08-06T08:36:25Z,NaN,NaN,NaN,1020.4738
2024-08-06T08:36:30Z,NaN,NaN,1.17279,NaN
2024-08-06T08:36:32Z,NaN,NaN,NaN,1020.4736
2024-08-06T08:36:39Z,NaN,NaN,NaN,NaN
2024-08-06T08:36:46Z,NaN,NaN,NaN,1020.4649
2024-08-06T08:36:50Z,NaN,NaN,NaN,1020.4649
2024-08-06T08:36:53Z,NaN,NaN,NaN,NaN
2024-08-06T08:36:54Z,NaN,0.5044,NaN,NaN
2024-08-06T08:37:00Z,NaN,NaN,NaN,NaN
2024-08-06T08:37:07Z,NaN,NaN,NaN,NaN
2024-08-06T08:37:14Z,NaN,NaN,NaN,1020.4778
2024-08-06T08:37:18Z,NaN,NaN,0.474798,NaN
2024-08-06T08:37:21Z,NaN,NaN,NaN,1020.4836
2024-08-06T08:37:26Z,NaN,NaN,NaN,NaN
2024-08-06T08:37:28Z,NaN,NaN,NaN,1020.4884
2024-08-06T08:37:30Z,NaN,NaN,NaN,1020.5313
2024-08-06T08:37:58Z,NaN,NaN,NaN,1020.62555
2024-08-06T08:38:02Z,NaN,NaN,NaN,1021.7012
2024-08-06T08:38:06Z,NaN,NaN,0.36349,1023.3599
2024-08-06T08:38:26Z,NaN,NaN,NaN,NaN
2024-08-06T08:38:34Z,NaN,NaN,NaN,1024.7393
2024-08-06T08:38:54Z,NaN,NaN,1.58324,1024.832
2024-08-06T08:39:18Z,NaN,NaN,NaN,1024.811
2024-08-06T08:39:42Z,NaN,NaN,2.44356,1024.8179
2024-08-06T08:40:06Z,NaN,NaN,NaN,1024.9265
2024-08-06T08:40:31Z,NaN,NaN,3.07894,1024.941
2024-08-06T08:40:55Z,NaN,NaN,NaN,NaN
2024-08-06T08:41:19Z,NaN,NaN,3.21575,1024.949
2024-08-06T08:42:07Z,NaN,NaN,2.0934,NaN
2024-08-06T08:42:11Z,NaN,NaN,NaN,1024.9596
2024-08-06T08:42:55Z,NaN,NaN,0.996553,1024.9941
2024-08-06T08:43:43Z,NaN,NaN,0.354214,1025.0076
2024-08-06T08:43:47Z,NaN,NaN,NaN,1025.0403
2024-08-06T08:44:15Z,NaN,NaN,NaN,1025.0712
2024-08-06T08:44:19Z,NaN,NaN,NaN,1025.1035
2024-08-06T08:44:27Z,NaN,-0.315905,NaN,1025.1157
2024-08-06T08:44:31Z,NaN,NaN,0.528133,NaN
2024-08-06T08:44:43Z,NaN,NaN,NaN,1025.1218
2024-08-06T08:44:51Z,NaN,NaN,NaN,1025.1324
2024-08-06T08:45:07Z,NaN,-0.432842,NaN,1025.1344
2024-08-06T08:45:19Z,NaN,NaN,1.68759,1025.1344
2024-08-06T08:45:39Z,NaN,NaN,NaN,1025.1373
2024-08-06T08:45:47Z,NaN,-0.47473,NaN,1025.1421
2024-08-06T08:46:07Z,NaN,NaN,2.44124,1025.1455
2024-08-06T08:46:27Z,NaN,-0.485202,NaN,NaN
2024-08-06T08:46:35Z,NaN,NaN,NaN,1025.1495
2024-08-06T08:46:55Z,NaN,NaN,3.13691,1025.1554
2024-08-06T08:47:07Z,NaN,-0.469494,NaN,1025.158
2024-08-06T08:47:15Z,NaN,NaN,NaN,1025.1614
2024-08-06T08:47:35Z,NaN,NaN,NaN,1025.1659
2024-08-06T08:47:42Z,NaN,NaN,NaN,1025.1703
2024-08-06T08:47:43Z,NaN,NaN,3.32706,1025.1746
2024-08-06T08:47:47Z,NaN,0.368264,NaN,NaN
2024-08-06T08:47:49Z,NaN,NaN,NaN,1025.1792
2024-08-06T08:47:56Z,NaN,NaN,NaN,1025.184
2024-08-06T08:48:03Z,NaN,NaN,NaN,1025.1876
2024-08-06T08:48:10Z,NaN,NaN,NaN,1025.1913
2024-08-06T08:48:17Z,NaN,NaN,NaN,1025.1932
2024-08-06T08:48:24Z,NaN,NaN,NaN,1025.1932
2024-08-06T08:48:31Z,NaN,NaN,NaN,1025.1906
2024-08-06T08:48:31Z,NaN,0.472984,2.26732,1025.1825
2024-08-06T08:48:38Z,NaN,NaN,NaN,NaN
2024-08-06T08:48:45Z,NaN,NaN,NaN,1025.1764
2024-08-06T08:48:52Z,NaN,NaN,NaN,1025.1688
2024-08-06T08:48:59Z,NaN,NaN,NaN,1025.1613
2024-08-06T08:49:06Z,NaN,NaN,NaN,1025.1514
2024-08-06T08:49:11Z,NaN,0.446804,NaN,1025.1439
2024-08-06T08:49:13Z,NaN,NaN,NaN,1025.1335
2024-08-06T08:49:19Z,NaN,NaN,1.12177,1025.1257
2024-08-06T08:49:20Z,NaN,NaN,NaN,NaN
2024-08-06T08:49:27Z,NaN,NaN,NaN,1025.1088
2024-08-06T08:49:34Z,NaN,NaN,NaN,1025.1022
2024-08-06T08:49:41Z,NaN,NaN,NaN,1025.057
2024-08-06T08:49:48Z,NaN,NaN,NaN,1025.0083
2024-08-06T08:49:51Z,NaN,0.497419,NaN,1024.9534
2024-08-06T08:49:55Z,NaN,NaN,NaN,1024.8958
2024-08-06T08:50:02Z,NaN,NaN,NaN,1024.8068
2024-08-06T08:50:07Z,NaN,NaN,0.398273,NaN
2024-08-06T08:50:09Z,NaN,NaN,NaN,1024.6547
2024-08-06T08:50:11Z,NaN,NaN,NaN,1024.6237
2024-08-06T08:50:40Z,NaN,NaN,NaN,1023.99335
2024-08-06T08:50:44Z,NaN,NaN,NaN,1022.7702
2024-08-06T08:50:56Z,NaN,NaN,0.465522,1021.4591
2024-08-06T08:51:12Z,NaN,NaN,NaN,1020.6248
2024-08-06T08:51:16Z,NaN,NaN,NaN,NaN
2024-08-06T08:51:44Z,NaN,NaN,1.60875,1020.55054
2024-08-06T08:51:52Z,NaN,NaN,NaN,1020.514
2024-08-06T08:52:08Z,NaN,NaN,NaN,1020.472
2024-08-06T08:52:32Z,NaN,NaN,2.44124,1020.45325
2024-08-06T08:52:56Z,NaN,NaN,NaN,1020.45575
2024-08-06T08:53:20Z,NaN,NaN,3.16938,1020.45197
2024-08-06T08:53:44Z,NaN,NaN,NaN,1020.45013
2024-08-06T08:54:08Z,NaN,NaN,3.25517,1020.45013
2024-08-06T08:54:12Z,NaN,NaN,NaN,NaN
2024-08-06T08:54:56Z,NaN,NaN,2.11427,NaN
2024-08-06T08:55:44Z,NaN,NaN,1.00815,NaN
2024-08-06T08:56:28Z,NaN,NaN,NaN,NaN
2024-08-06T08:56:32Z,NaN,NaN,0.275371,NaN
2024-08-06T08:57:00Z,NaN,NaN,NaN,1020.47406
2024-08-06T08:57:04Z,NaN,NaN,NaN,NaN
2024-08-06T08:57:08Z,NaN,-0.361283,NaN,1020.4803
2024-08-06T08:57:20Z,NaN,NaN,0.690457,NaN
2024-08-06T08:57:24Z,NaN,NaN,NaN,1020.52515
2024-08-06T08:57:36Z,NaN,NaN,NaN,1020.59424
2024-08-06T08:57:48Z,NaN,-0.532325,NaN,1020.9497
2024-08-06T08:58:08Z,NaN,NaN,1.91948,1021.93335
2024-08-06T08:58:20Z,NaN,NaN,NaN,NaN
2024-08-06T08:58:28Z,NaN,-0.497419,NaN,1023.72766
2024-08-06T08:58:56Z,NaN,NaN,2.72878,1024.491
2024-08-06T08:59:08Z,NaN,-0.497419,NaN,1024.7928
2024-08-06T08:59:44Z,NaN,NaN,3.44069,NaN
2024-08-06T08:59:48Z,NaN,-0.420624,NaN,1024.7933
2024-08-06T08:59:56Z,NaN,NaN,NaN,1024.8162
2024-08-06T09:00:01Z,NaN,NaN,NaN,NaN
2024-08-06T09:00:08Z,NaN,NaN,NaN,1024.9509
2024-08-06T09:00:15Z,NaN,NaN,NaN,1024.9633
2024-08-06T09:00:22Z,NaN,NaN,NaN,1024.97
2024-08-06T09:00:29Z,NaN,NaN,NaN,NaN
2024-08-06T09:00:29Z,NaN,0.53058,NaN,1025.0009
2024-08-06T09:00:33Z,NaN,NaN,2.84473,1025.0188
2024-08-06T09:00:36Z,NaN,NaN,NaN,NaN
2024-08-06T09:00:43Z,NaN,NaN,NaN,1025.0312
2024-08-06T09:00:50Z,NaN,NaN,NaN,NaN
2024-08-06T09:00:57Z,NaN,NaN,NaN,1025.0345
2024-08-06T09:01:04Z,NaN,NaN,NaN,1025.0686
2024-08-06T09:01:09Z,NaN,0.47822,NaN,1025.0972
2024-08-06T09:01:11Z,NaN,NaN,NaN,1025.1064
2024-08-06T09:01:18Z,NaN,NaN,NaN,1025.1199
2024-08-06T09:01:21Z,NaN,NaN,1.62962,NaN
2024-08-06T09:01:25Z,NaN,NaN,NaN,1025.1257
2024-08-06T09:01:32Z,NaN,NaN,NaN,NaN
2024-08-06T09:01:37Z,NaN,NaN,NaN,1025.127
2024-08-06T09:01:39Z,NaN,NaN,NaN,1025.1354
2024-08-06T09:01:46Z,NaN,NaN,NaN,1025.1392
2024-08-06T09:01:49Z,NaN,0.528835,NaN,1025.1454
2024-08-06T09:01:53Z,NaN,NaN,NaN,1025.1489
2024-08-06T09:02:00Z,NaN,NaN,NaN,1025.1538
2024-08-06T09:02:07Z,NaN,NaN,NaN,NaN
2024-08-06T09:02:09Z,NaN,NaN,0.762343,1025.158
2024-08-06T09:02:14Z,NaN,NaN,NaN,NaN
2024-08-06T09:02:21Z,NaN,NaN,NaN,1025.1626
2024-08-06T09:02:28Z,NaN,NaN,NaN,1025.1667
2024-08-06T09:02:29Z,NaN,0.518363,NaN,1025.1713
2024-08-06T09:02:33Z,NaN,NaN,NaN,1025.1766
2024-08-06T09:02:35Z,NaN,NaN,NaN,NaN
2024-08-06T09:02:37Z,NaN,NaN,NaN,1025.1821
2024-08-06T09:02:57Z,NaN,NaN,0.117685,NaN
2024-08-06T09:03:05Z,NaN,NaN,NaN,1025.1866
2024-08-06T09:03:09Z,NaN,NaN,NaN,1025.1917
2024-08-06T09:03:29Z,NaN,NaN,NaN,NaN
2024-08-06T09:03:41Z,NaN,NaN,NaN,1025.1926
2024-08-06T09:03:45Z,NaN,NaN,1.10322,1025.1926
2024-08-06T09:04:25Z,NaN,NaN,NaN,1025.1866
2024-08-06T09:04:33Z,NaN,NaN,2.09572,1025.1802
2024-08-06T09:05:13Z,NaN,NaN,NaN,NaN
2024-08-06T09:05:21Z,NaN,NaN,2.84705,1025.1729
2024-08-06T09:06:01Z,NaN,NaN,NaN,1025.1652
2024-08-06T09:06:09Z,NaN,NaN,3.53808,1025.1554
2024-08-06T09:06:13Z,NaN,NaN,NaN,1025.1495
2024-08-06T09:06:49Z,NaN,NaN,NaN,NaN
2024-08-06T09:06:53Z,NaN,NaN,NaN,1025.1372
2024-08-06T09:06:57Z,NaN,NaN,2.90502,1025.1298
2024-08-06T09:07:45Z,NaN,NaN,1.57164,NaN
2024-08-06T09:08:33Z,NaN,NaN,0.797127,1025.1183
2024-08-06T09:09:01Z,NaN,NaN,NaN,1025.1068
2024-08-06T09:09:05Z,NaN,NaN,NaN,1025.0879
2024-08-06T09:09:21Z,NaN,NaN,0.0944957,1025.08
2024-08-06T09:09:33Z,NaN,NaN,NaN,NaN
2024-08-06T09:09:37Z,NaN,-0.307178,NaN,1024.9984
2024-08-06T09:09:46Z,NaN,NaN,NaN,1024.9691
2024-08-06T09:09:53Z,NaN,NaN,NaN,NaN
2024-08-06T09:10:09Z,NaN,NaN,1.11482,1024.9044
2024-08-06T09:10:17Z,NaN,-0.457276,NaN,1024.6726
2024-08-06T09:10:49Z,NaN,NaN,NaN,1024.6062
2024-08-06T09:10:57Z,NaN,-0.42586,2.0934,1024.4015
2024-08-06T09:11:38Z,NaN,NaN,NaN,1023.5168
2024-08-06T09:11:42Z,NaN,-0.418879,NaN,NaN
2024-08-06T09:11:46Z,NaN,NaN,2.72878,1022.72076
2024-08-06T09:12:22Z,NaN,-0.418879,NaN,NaN
2024-08-06T09:12:26Z,NaN,NaN,NaN,1021.3757
2024-08-06T09:12:34Z,NaN,NaN,3.31779,1020.627
2024-08-06T09:13:02Z,NaN,0.307178,NaN,1020.5211
2024-08-06T09:13:06Z,NaN,NaN,NaN,1020.49756
2024-08-06T09:13:13Z,NaN,NaN,NaN,1020.454
2024-08-06T09:13:14Z,NaN,NaN,NaN,1020.4577
2024-08-06T09:13:20Z,NaN,NaN,NaN,NaN
2024-08-06T09:13:22Z,NaN,NaN,3.21343,NaN
2024-08-06T09:13:27Z,NaN,NaN,NaN,1020.45734
2024-08-06T09:13:34Z,NaN,NaN,NaN,1020.4589
2024-08-06T09:13:41Z,NaN,NaN,NaN,1020.45886
2024-08-06T09:13:42Z,NaN,0.53058,NaN,1020.4585
2024-08-06T09:13:48Z,NaN,NaN,NaN,1020.4585
2024-08-06T09:13:55Z,NaN,NaN,NaN,NaN
2024-08-06T09:14:02Z,NaN,NaN,NaN,NaN
2024-08-06T09:14:09Z,NaN,NaN,NaN,NaN
2024-08-06T09:14:10Z,NaN,NaN,2.04702,NaN
2024-08-06T09:14:16Z,NaN,NaN,NaN,NaN
2024-08-06T09:14:22Z,NaN,0.455531,NaN,1020.4691
2024-08-06T09:14:23Z,NaN,NaN,NaN,1020.4831
2024-08-06T09:14:30Z,NaN,NaN,NaN,NaN
2024-08-06T09:14:37Z,NaN,NaN,NaN,1020.48126
2024-08-06T09:14:44Z,NaN,NaN,NaN,1020.52856
2024-08-06T09:14:51Z,NaN,NaN,NaN,1020.63446
2024-08-06T09:14:58Z,NaN,NaN,NaN,NaN
2024-08-06T09:14:58Z,NaN,NaN,1.04989,1021.49445
2024-08-06T09:15:02Z,NaN,0.518363,NaN,1022.95715
2024-08-06T09:15:05Z,NaN,NaN,NaN,1024.3708
2024-08-06T09:15:12Z,NaN,NaN,NaN,1024.8009
2024-08-06T09:15:19Z,NaN,NaN,NaN,1024.775
2024-08-06T09:15:22Z,NaN,NaN,NaN,1024.7786
2024-08-06T09:15:26Z,NaN,NaN,NaN,1024.8713
2024-08-06T09:15:47Z,NaN,NaN,-0.00521756,NaN
2024-08-06T09:15:55Z,NaN,NaN,NaN,1024.9777
2024-08-06T09:15:59Z,NaN,NaN,NaN,NaN
2024-08-06T09:16:15Z,NaN,NaN,NaN,1024.9838
2024-08-06T09:16:19Z,NaN,NaN,NaN,1024.9977
2024-08-06T09:16:23Z,NaN,NaN,NaN,1025.0182
2024-08-06T09:16:27Z,NaN,NaN,NaN,1025.0381
2024-08-06T09:16:31Z,NaN,NaN,NaN,1025.0652
2024-08-06T09:16:35Z,NaN,NaN,-0.0153598,1025.1013
2024-08-06T09:16:43Z,NaN,NaN,NaN,NaN
2024-08-06T09:16:47Z,NaN,NaN,NaN,1025.1086
2024-08-06T09:16:51Z,NaN,NaN,NaN,1025.115
2024-08-06T09:16:55Z,NaN,NaN,NaN,NaN
2024-08-06T09:16:59Z,NaN,NaN,NaN,1025.1207
2024-08-06T09:17:03Z,NaN,NaN,NaN,1025.1293
2024-08-06T09:17:07Z,NaN,NaN,NaN,1025.1327
2024-08-06T09:17:11Z,NaN,NaN,NaN,1025.1376
2024-08-06T09:17:19Z,NaN,NaN,NaN,1025.1427
2024-08-06T09:17:23Z,NaN,NaN,-0.0246337,NaN
2024-08-06T09:17:31Z,NaN,NaN,NaN,1025.1464
2024-08-06T09:17:35Z,NaN,NaN,NaN,1025.1499
2024-08-06T09:18:03Z,NaN,NaN,NaN,NaN
2024-08-06T09:18:11Z,NaN,NaN,0.028691,1025.1572
2024-08-06T09:18:15Z,NaN,NaN,NaN,1025.1599
2024-08-06T09:18:19Z,NaN,NaN,NaN,1025.1661
2024-08-06T09:18:23Z,NaN,NaN,NaN,1025.1711
2024-08-06T09:18:36Z,NaN,NaN,NaN,1025.1761
2024-08-06T09:21:51Z,NaN,NaN,NaN,NaN
2024-08-06T09:21:59Z,538.562,0.623083,-0.0130414,1025.1802
2024-08-06T09:21:59Z,NaN,NaN,-0.0153598,NaN
2024-08-06T09:22:34Z,NaN,NaN,NaN,1025.183
2024-08-06T09:22:51Z,NaN,NaN,0.00550636,1025.183
2024-08-06T09:23:04Z,NaN,NaN,NaN,1025.1792
2024-08-06T09:23:08Z,NaN,NaN,NaN,1025.1704
2024-08-06T09:23:33Z,NaN,NaN,NaN,1025.165
2024-08-06T09:23:33Z,538.067,0.623083,-0.0130414,1025.158
2024-08-06T09:23:41Z,NaN,NaN,0.00550636,1025.1516
2024-08-06T09:24:05Z,NaN,NaN,NaN,NaN
2024-08-06T09:24:13Z,NaN,NaN,NaN,1025.1418
2024-08-06T09:24:18Z,NaN,NaN,NaN,1025.1337
2024-08-06T09:24:22Z,NaN,NaN,NaN,1025.1239
2024-08-06T09:24:30Z,NaN,NaN,0.0170987,1025.1154
2024-08-06T09:24:34Z,NaN,NaN,NaN,1025.1014
2024-08-06T09:24:38Z,NaN,NaN,NaN,1025.0795
2024-08-06T09:24:42Z,NaN,NaN,NaN,NaN
2024-08-06T09:24:46Z,NaN,NaN,NaN,1025.0072
2024-08-06T09:24:50Z,NaN,NaN,NaN,1024.9519
2024-08-06T09:24:54Z,NaN,NaN,NaN,NaN
2024-08-06T09:24:58Z,NaN,NaN,NaN,1024.9034
2024-08-06T09:25:02Z,NaN,NaN,NaN,1024.7396
2024-08-06T09:25:06Z,NaN,NaN,NaN,1024.5968
2024-08-06T09:25:10Z,-256.732,NaN,NaN,1024.397
2024-08-06T09:25:18Z,NaN,NaN,0.624537,1023.377
2024-08-06T09:25:26Z,NaN,NaN,NaN,NaN
2024-08-06T09:25:30Z,NaN,NaN,NaN,1022.1863
2024-08-06T09:25:54Z,NaN,NaN,NaN,1021.2956
2024-08-06T09:25:58Z,NaN,NaN,NaN,1020.5597
2024-08-06T09:26:06Z,NaN,NaN,1.54265,1020.48334
2024-08-06T09:26:10Z,-256.238,NaN,NaN,1020.4656
2024-08-06T09:26:14Z,NaN,NaN,NaN,1020.4691
2024-08-06T09:26:38Z,NaN,NaN,NaN,1020.4703
2024-08-06T09:26:46Z,NaN,NaN,NaN,NaN
2024-08-06T09:26:54Z,NaN,NaN,2.2892,1020.4598
2024-08-06T09:26:58Z,NaN,NaN,NaN,1020.4714
2024-08-06T09:27:02Z,NaN,NaN,NaN,1020.47723
2024-08-06T09:27:10Z,-256.238,NaN,NaN,1020.4658
2024-08-06T09:27:18Z,NaN,NaN,NaN,1020.4658
2024-08-06T09:27:34Z,NaN,NaN,NaN,NaN
2024-08-06T09:27:38Z,NaN,NaN,NaN,NaN
2024-08-06T09:27:42Z,NaN,NaN,2.98937,NaN
2024-08-06T09:27:50Z,NaN,NaN,NaN,NaN
2024-08-06T09:27:58Z,NaN,NaN,NaN,NaN
2024-08-06T09:28:10Z,-256.732,NaN,NaN,1020.47516
2024-08-06T09:28:18Z,NaN,NaN,NaN,1020.4825
2024-08-06T09:28:22Z,NaN,NaN,NaN,NaN
2024-08-06T09:28:30Z,NaN,NaN,3.71274,1020.50806
2024-08-06T09:28:38Z,NaN,NaN,NaN,1020.5688
2024-08-06T09:29:02Z,NaN,NaN,NaN,NaN
2024-08-06T09:29:10Z,255.834,NaN,NaN,1021.23486
2024-08-06T09:29:18Z,NaN,NaN,2.87113,NaN
2024-08-06T09:29:22Z,NaN,NaN,NaN,1021.8851
2024-08-06T09:29:46Z,NaN,NaN,NaN,NaN
2024-08-06T09:30:06Z,NaN,NaN,1.56583,1023.7247
2024-08-06T09:30:10Z,256.823,NaN,NaN,1024.5691
2024-08-06T09:30:18Z,NaN,NaN,NaN,1024.779
2024-08-06T09:30:30Z,NaN,NaN,NaN,1024.7561
2024-08-06T09:30:50Z,NaN,NaN,NaN,1024.771
2024-08-06T09:30:54Z,NaN,NaN,0.72655,1024.9412
2024-08-06T09:31:10Z,NaN,NaN,NaN,NaN
2024-08-06T09:31:23Z,NaN,NaN,NaN,1024.9922
2024-08-06T09:31:43Z,NaN,NaN,0.33241,1024.9886
2024-08-06T09:31:47Z,NaN,-0.363028,NaN,1025.0015
2024-08-06T09:31:55Z,NaN,NaN,NaN,1025.024
2024-08-06T09:32:03Z,NaN,NaN,NaN,1025.0553
2024-08-06T09:32:07Z,NaN,NaN,NaN,1025.0736
2024-08-06T09:32:27Z,NaN,-0.42237,NaN,NaN
2024-08-06T09:32:31Z,NaN,NaN,1.42905,1025.1113
2024-08-06T09:32:35Z,NaN,NaN,NaN,NaN
2024-08-06T09:32:47Z,NaN,NaN,NaN,NaN
2024-08-06T09:32:51Z,NaN,NaN,NaN,1025.1172
2024-08-06T09:33:03Z,NaN,NaN,NaN,1025.1239
2024-08-06T09:33:07Z,NaN,-0.486947,NaN,1025.127
2024-08-06T09:33:11Z,NaN,NaN,NaN,1025.1329
2024-08-06T09:33:19Z,NaN,NaN,2.35411,NaN
2024-08-06T09:33:23Z,NaN,NaN,NaN,1025.1366
2024-08-06T09:33:31Z,NaN,NaN,NaN,1025.1404
2024-08-06T09:33:47Z,NaN,-0.431096,NaN,1025.1431
2024-08-06T09:33:51Z,NaN,NaN,NaN,NaN
2024-08-06T09:34:07Z,NaN,NaN,2.99633,NaN
2024-08-06T09:34:11Z,NaN,NaN,NaN,1025.148
2024-08-06T09:34:27Z,NaN,-0.424115,NaN,1025.1515
2024-08-06T09:34:31Z,NaN,NaN,NaN,1025.1566
2024-08-06T09:34:39Z,NaN,NaN,NaN,NaN
2024-08-06T09:34:47Z,NaN,NaN,NaN,1025.16
2024-08-06T09:34:51Z,NaN,NaN,NaN,1025.1643
2024-08-06T09:34:55Z,NaN,NaN,3.62232,1025.1683
2024-08-06T09:34:59Z,NaN,NaN,NaN,1025.174
2024-08-06T09:35:07Z,NaN,0.535816,NaN,NaN
2024-08-06T09:35:08Z,NaN,NaN,NaN,NaN
