time,m_ballast_pumped,m_pitch,m_pressure,density
2024-08-07T06:57:53Z,NaN,NaN,NaN,1025.2521
2024-08-07T06:58:00Z,NaN,NaN,NaN,1025.2445
2024-08-07T06:58:04Z,NaN,NaN,NaN,NaN
2024-08-07T06:58:07Z,NaN,NaN,NaN,NaN
2024-08-07T06:58:12Z,NaN,NaN,3.65187,1025.2379
2024-08-07T06:58:14Z,NaN,NaN,NaN,1025.2299
2024-08-07T06:58:21Z,NaN,NaN,NaN,1025.2227
2024-08-07T06:58:28Z,NaN,NaN,NaN,1025.2128
2024-08-07T06:58:35Z,NaN,NaN,NaN,1025.2043
2024-08-07T06:58:42Z,NaN,NaN,NaN,NaN
2024-08-07T06:58:49Z,NaN,NaN,NaN,1025.1941
2024-08-07T06:58:52Z,NaN,NaN,NaN,1025.1852
2024-08-07T06:58:56Z,NaN,NaN,NaN,NaN
2024-08-07T06:59:00Z,NaN,NaN,3.72839,1025.1478
2024-08-07T06:59:03Z,NaN,NaN,NaN,1025.1279
2024-08-07T06:59:10Z,NaN,NaN,NaN,1024.9993
2024-08-07T06:59:17Z,NaN,NaN,NaN,1024.8835
2024-08-07T06:59:24Z,NaN,NaN,NaN,NaN
2024-08-07T06:59:31Z,NaN,NaN,NaN,1024.7246
2024-08-07T06:59:38Z,NaN,NaN,NaN,1024.6056
2024-08-07T06:59:45Z,NaN,NaN,NaN,NaN
2024-08-07T06:59:48Z,NaN,NaN,2.61999,1024.4
2024-08-07T06:59:52Z,NaN,NaN,NaN,NaN
2024-08-07T06:59:59Z,NaN,NaN,NaN,1024.1293
2024-08-07T07:00:06Z,NaN,NaN,NaN,1023.52734
2024-08-07T07:00:13Z,NaN,NaN,NaN,1022.66876
2024-08-07T07:00:20Z,NaN,NaN,NaN,NaN
2024-08-07T07:00:27Z,NaN,NaN,NaN,1021.6797
2024-08-07T07:00:34Z,NaN,NaN,NaN,1020.57654
2024-08-07T07:00:37Z,NaN,NaN,1.51855,1020.5407
2024-08-07T07:00:41Z,NaN,NaN,NaN,NaN
2024-08-07T07:00:48Z,NaN,NaN,NaN,1020.5081
2024-08-07T07:00:55Z,NaN,NaN,NaN,1020.51404
2024-08-07T07:01:02Z,NaN,NaN,NaN,1020.51605
2024-08-07T07:01:09Z,NaN,NaN,NaN,NaN
2024-08-07T07:01:16Z,NaN,NaN,NaN,1020.5228
2024-08-07T07:01:23Z,NaN,NaN,NaN,1020.5258
2024-08-07T07:01:25Z,NaN,NaN,0.850721,1020.5242
2024-08-07T07:01:30Z,NaN,NaN,NaN,1020.5236
2024-08-07T07:01:37Z,NaN,NaN,NaN,NaN
2024-08-07T07:01:44Z,NaN,NaN,NaN,1020.5215
2024-08-07T07:01:51Z,NaN,NaN,NaN,1020.5215
2024-08-07T07:01:53Z,NaN,NaN,NaN,NaN
2024-08-07T07:01:58Z,NaN,NaN,NaN,NaN
2024-08-07T07:02:01Z,NaN,NaN,NaN,NaN
2024-08-07T07:02:09Z,NaN,NaN,NaN,1020.53424
2024-08-07T07:02:13Z,NaN,NaN,0.182898,NaN
2024-08-07T07:02:33Z,NaN,NaN,NaN,NaN
2024-08-07T07:02:37Z,NaN,-0.279253,NaN,1020.5393
2024-08-07T07:02:41Z,NaN,NaN,NaN,NaN
2024-08-07T07:02:41Z,NaN,NaN,NaN,1020.5467
2024-08-07T07:02:48Z,NaN,NaN,NaN,1020.55707
2024-08-07T07:02:53Z,NaN,NaN,NaN,1020.5716
2024-08-07T07:02:55Z,NaN,NaN,NaN,1020.64557
2024-08-07T07:03:01Z,NaN,NaN,0.938837,1021.58154
2024-08-07T07:03:02Z,NaN,NaN,NaN,1022.9096
2024-08-07T07:03:09Z,NaN,NaN,NaN,NaN
2024-08-07T07:03:16Z,NaN,NaN,NaN,1023.99304
2024-08-07T07:03:17Z,NaN,-0.411898,NaN,1024.529
2024-08-07T07:03:23Z,NaN,NaN,NaN,1024.6191
2024-08-07T07:03:30Z,NaN,NaN,NaN,1024.8687
2024-08-07T07:03:37Z,NaN,NaN,NaN,1024.8778
2024-08-07T07:03:44Z,NaN,NaN,NaN,NaN
2024-08-07T07:03:49Z,NaN,NaN,2.02637,1024.9244
2024-08-07T07:03:51Z,NaN,NaN,NaN,1024.9832
2024-08-07T07:03:57Z,NaN,-0.445059,NaN,NaN
2024-08-07T07:03:58Z,NaN,NaN,NaN,1025.0939
2024-08-07T07:04:05Z,NaN,NaN,NaN,1025.1501
2024-08-07T07:04:12Z,NaN,NaN,NaN,1025.1661
2024-08-07T07:04:19Z,NaN,NaN,NaN,1025.1625
2024-08-07T07:04:26Z,NaN,NaN,NaN,1025.184
2024-08-07T07:04:33Z,NaN,NaN,NaN,1025.2003
2024-08-07T07:04:37Z,NaN,-0.469494,2.72898,NaN
2024-08-07T07:04:40Z,NaN,NaN,NaN,1025.2041
2024-08-07T07:04:47Z,NaN,NaN,NaN,NaN
2024-08-07T07:04:49Z,NaN,NaN,NaN,1025.2058
2024-08-07T07:04:54Z,NaN,NaN,NaN,1025.208
2024-08-07T07:05:01Z,NaN,NaN,NaN,1025.2114
2024-08-07T07:05:08Z,NaN,NaN,NaN,1025.2131
2024-08-07T07:05:15Z,NaN,NaN,NaN,1025.2156
2024-08-07T07:05:17Z,NaN,-0.464258,NaN,1025.2208
2024-08-07T07:05:22Z,NaN,NaN,NaN,NaN
2024-08-07T07:05:25Z,NaN,NaN,3.32028,1025.2227
2024-08-07T07:05:29Z,NaN,NaN,NaN,NaN
2024-08-07T07:05:36Z,NaN,NaN,NaN,1025.2263
2024-08-07T07:05:37Z,NaN,NaN,NaN,1025.2286
2024-08-07T07:05:43Z,NaN,NaN,NaN,1025.2339
2024-08-07T07:05:50Z,NaN,NaN,NaN,1025.2368
2024-08-07T07:05:57Z,NaN,NaN,NaN,1025.2415
2024-08-07T07:05:57Z,NaN,-0.466003,NaN,1025.2449
2024-08-07T07:06:04Z,NaN,NaN,NaN,NaN
2024-08-07T07:06:11Z,NaN,NaN,NaN,NaN
2024-08-07T07:06:13Z,NaN,NaN,3.96955,1025.2494
2024-08-07T07:06:18Z,NaN,NaN,NaN,1025.2532
2024-08-07T07:06:25Z,NaN,NaN,NaN,1025.2565
2024-08-07T07:06:25Z,NaN,NaN,NaN,1025.26
2024-08-07T07:06:32Z,NaN,NaN,NaN,1025.2622
2024-08-07T07:06:37Z,NaN,0.427606,NaN,1025.2622
2024-08-07T07:06:39Z,NaN,NaN,NaN,1025.2584
2024-08-07T07:06:46Z,NaN,NaN,NaN,1025.2512
2024-08-07T07:06:53Z,NaN,NaN,NaN,NaN
2024-08-07T07:07:00Z,NaN,NaN,NaN,NaN
2024-08-07T07:07:01Z,NaN,NaN,3.40144,1025.2462
2024-08-07T07:07:07Z,NaN,NaN,NaN,1025.2378
2024-08-07T07:07:14Z,NaN,NaN,NaN,1025.2312
2024-08-07T07:07:17Z,NaN,0.438078,NaN,1025.2231
2024-08-07T07:07:21Z,NaN,NaN,NaN,1025.2164
2024-08-07T07:07:28Z,NaN,NaN,NaN,1025.2079
2024-08-07T07:07:35Z,NaN,NaN,NaN,1025.1993
2024-08-07T07:07:42Z,NaN,NaN,NaN,NaN
2024-08-07T07:07:49Z,NaN,NaN,NaN,1025.1855
2024-08-07T07:07:49Z,NaN,NaN,2.29767,1025.1401
2024-08-07T07:07:56Z,NaN,NaN,NaN,1025.0985
2024-08-07T07:07:57Z,NaN,0.413643,NaN,1024.923
2024-08-07T07:08:03Z,NaN,NaN,NaN,1024.7921
2024-08-07T07:08:10Z,NaN,NaN,NaN,1024.7231
2024-08-07T07:08:17Z,NaN,NaN,NaN,1024.589
2024-08-07T07:08:24Z,NaN,NaN,NaN,NaN
2024-08-07T07:08:31Z,NaN,NaN,NaN,1024.4972
2024-08-07T07:08:37Z,NaN,NaN,1.57652,1024.2102
2024-08-07T07:08:38Z,NaN,NaN,NaN,1023.79553
2024-08-07T07:08:41Z,NaN,0.476475,NaN,1022.68634
2024-08-07T07:08:45Z,NaN,NaN,NaN,1022.1012
2024-08-07T07:08:52Z,NaN,NaN,NaN,1020.5702
2024-08-07T07:08:59Z,NaN,NaN,NaN,1020.53815
2024-08-07T07:09:06Z,NaN,NaN,NaN,NaN
2024-08-07T07:09:13Z,NaN,NaN,NaN,1020.5251
2024-08-07T07:09:20Z,NaN,NaN,NaN,1020.52295
2024-08-07T07:09:21Z,NaN,0.459022,NaN,1020.52435
2024-08-07T07:09:25Z,NaN,NaN,1.08956,1020.52264
2024-08-07T07:09:27Z,NaN,NaN,NaN,1020.525
2024-08-07T07:09:33Z,NaN,NaN,NaN,1020.5253
2024-08-07T07:09:34Z,NaN,NaN,NaN,1020.52625
2024-08-07T07:09:41Z,NaN,NaN,NaN,NaN
2024-08-07T07:09:48Z,NaN,NaN,NaN,1020.5279
2024-08-07T07:09:55Z,NaN,NaN,NaN,1020.52344
2024-08-07T07:10:01Z,NaN,0.457276,NaN,1020.52344
2024-08-07T07:10:02Z,NaN,NaN,NaN,NaN
2024-08-07T07:10:09Z,NaN,NaN,NaN,NaN
2024-08-07T07:10:13Z,NaN,NaN,0.479708,NaN
2024-08-07T07:10:16Z,NaN,NaN,NaN,NaN
2024-08-07T07:10:21Z,NaN,NaN,NaN,NaN
2024-08-07T07:10:23Z,NaN,NaN,NaN,1020.53455
2024-08-07T07:10:26Z,NaN,NaN,NaN,1020.5388
2024-08-07T07:10:54Z,NaN,NaN,NaN,NaN
2024-08-07T07:10:58Z,NaN,NaN,NaN,1020.54553
2024-08-07T07:11:02Z,NaN,NaN,0.373042,1020.5587
2024-08-07T07:11:10Z,NaN,NaN,NaN,1020.5721
2024-08-07T07:11:13Z,NaN,NaN,NaN,1020.5998
2024-08-07T07:11:20Z,NaN,NaN,NaN,NaN
2024-08-07T07:11:26Z,NaN,NaN,NaN,1021.0555
2024-08-07T07:11:27Z,NaN,NaN,NaN,NaN
2024-08-07T07:11:30Z,NaN,NaN,NaN,NaN
2024-08-07T07:11:34Z,NaN,NaN,NaN,1022.7213
2024-08-07T07:11:41Z,NaN,NaN,NaN,NaN
2024-08-07T07:11:48Z,NaN,NaN,NaN,1023.84424
2024-08-07T07:11:50Z,NaN,NaN,1.28898,1024.4556
2024-08-07T07:11:55Z,NaN,NaN,NaN,1024.623
2024-08-07T07:12:02Z,NaN,NaN,NaN,NaN
2024-08-07T07:12:09Z,NaN,NaN,NaN,1024.763
2024-08-07T07:12:16Z,NaN,NaN,NaN,1024.8114
2024-08-07T07:12:23Z,NaN,NaN,NaN,NaN
2024-08-07T07:12:30Z,NaN,NaN,NaN,1024.858
2024-08-07T07:12:34Z,NaN,NaN,NaN,NaN
2024-08-07T07:12:37Z,NaN,NaN,NaN,1024.8728
2024-08-07T07:12:38Z,NaN,NaN,2.32782,1024.9269
2024-08-07T07:12:44Z,NaN,NaN,NaN,1024.9772
2024-08-07T07:12:51Z,NaN,NaN,NaN,NaN
2024-08-07T07:12:58Z,NaN,NaN,NaN,1025.0823
2024-08-07T07:13:05Z,NaN,NaN,NaN,1025.1437
2024-08-07T07:13:12Z,NaN,NaN,NaN,1025.1523
2024-08-07T07:13:19Z,NaN,NaN,NaN,1025.1705
2024-08-07T07:13:26Z,NaN,NaN,3.01883,NaN
2024-08-07T07:13:26Z,NaN,NaN,NaN,NaN
2024-08-07T07:13:33Z,NaN,NaN,NaN,1025.1868
2024-08-07T07:13:40Z,NaN,NaN,NaN,1025.2021
2024-08-07T07:13:47Z,NaN,NaN,NaN,NaN
2024-08-07T07:13:54Z,NaN,NaN,NaN,1025.2047
2024-08-07T07:13:54Z,NaN,NaN,NaN,1025.2095
2024-08-07T07:14:01Z,NaN,NaN,NaN,1025.213
2024-08-07T07:14:08Z,NaN,NaN,NaN,1025.2155
2024-08-07T07:14:14Z,NaN,NaN,3.66346,NaN
2024-08-07T07:14:15Z,NaN,NaN,NaN,1025.2192
2024-08-07T07:14:22Z,NaN,NaN,NaN,NaN
2024-08-07T07:14:29Z,NaN,NaN,NaN,1025.2216
2024-08-07T07:14:36Z,NaN,NaN,NaN,NaN
2024-08-07T07:14:43Z,NaN,NaN,NaN,1025.2241
2024-08-07T07:14:50Z,NaN,NaN,NaN,1025.228
2024-08-07T07:14:57Z,NaN,NaN,NaN,1025.231
2024-08-07T07:15:02Z,NaN,NaN,4.12259,1025.2362
2024-08-07T07:15:04Z,NaN,NaN,NaN,1025.239
2024-08-07T07:15:11Z,NaN,NaN,NaN,NaN
2024-08-07T07:15:18Z,NaN,NaN,NaN,1025.2444
2024-08-07T07:15:25Z,NaN,NaN,NaN,NaN
2024-08-07T07:15:32Z,NaN,NaN,NaN,1025.2473
2024-08-07T07:15:39Z,NaN,NaN,NaN,1025.2516
2024-08-07T07:15:46Z,NaN,NaN,NaN,1025.255
2024-08-07T07:15:50Z,NaN,NaN,3.02347,1025.26
2024-08-07T07:15:53Z,NaN,NaN,NaN,1025.2618
2024-08-07T07:16:00Z,NaN,NaN,NaN,1025.2618
2024-08-07T07:16:07Z,NaN,NaN,NaN,1025.2587
2024-08-07T07:16:14Z,NaN,NaN,NaN,NaN
2024-08-07T07:16:21Z,NaN,NaN,NaN,NaN
2024-08-07T07:16:28Z,NaN,NaN,NaN,1025.252
2024-08-07T07:16:35Z,NaN,NaN,NaN,NaN
2024-08-07T07:16:38Z,NaN,NaN,1.86405,1025.245
2024-08-07T07:16:42Z,NaN,NaN,NaN,1025.2391
2024-08-07T07:16:49Z,NaN,NaN,NaN,1025.2299
2024-08-07T07:16:56Z,NaN,NaN,NaN,1025.2234
2024-08-07T07:17:03Z,NaN,NaN,NaN,1025.2137
2024-08-07T07:17:10Z,NaN,NaN,NaN,NaN
2024-08-07T07:17:17Z,NaN,NaN,NaN,1025.2074
2024-08-07T07:17:24Z,NaN,NaN,NaN,NaN
2024-08-07T07:17:26Z,NaN,NaN,1.17072,1025.1982
2024-08-07T07:17:31Z,NaN,NaN,NaN,1025.1924
2024-08-07T07:17:38Z,NaN,NaN,NaN,1025.164
2024-08-07T07:17:45Z,NaN,NaN,NaN,1025.1179
2024-08-07T07:17:52Z,NaN,NaN,NaN,1025.0408
2024-08-07T07:17:59Z,NaN,NaN,NaN,NaN
2024-08-07T07:18:06Z,NaN,NaN,NaN,1024.898
2024-08-07T07:18:13Z,NaN,NaN,NaN,1024.7712
2024-08-07T07:18:14Z,NaN,NaN,0.648983,NaN
2024-08-07T07:18:20Z,NaN,NaN,NaN,1024.7019
2024-08-07T07:18:27Z,NaN,NaN,NaN,1024.5331
2024-08-07T07:18:34Z,NaN,NaN,NaN,1024.5065
2024-08-07T07:18:38Z,NaN,NaN,NaN,NaN
2024-08-07T07:18:41Z,NaN,NaN,NaN,1024.2444
2024-08-07T07:18:42Z,NaN,NaN,NaN,1023.86584
2024-08-07T07:19:02Z,NaN,NaN,0.185217,1022.7814
2024-08-07T07:19:11Z,NaN,NaN,NaN,1022.44867
2024-08-07T07:19:15Z,NaN,-0.286234,NaN,NaN
2024-08-07T07:19:18Z,NaN,NaN,NaN,1020.7534
2024-08-07T07:19:25Z,NaN,NaN,NaN,1020.5472
2024-08-07T07:19:31Z,NaN,NaN,NaN,NaN
2024-08-07T07:19:32Z,NaN,NaN,NaN,1020.52954
2024-08-07T07:19:39Z,NaN,NaN,NaN,1020.51495
2024-08-07T07:19:46Z,NaN,NaN,NaN,1020.5191
2024-08-07T07:19:51Z,NaN,NaN,1.17304,1020.5224
2024-08-07T07:19:53Z,NaN,NaN,NaN,1020.5245
2024-08-07T07:19:55Z,NaN,-0.439823,NaN,NaN
2024-08-07T07:20:00Z,NaN,NaN,NaN,1020.5273
2024-08-07T07:20:07Z,NaN,NaN,NaN,NaN
2024-08-07T07:20:14Z,NaN,NaN,NaN,1020.52734
2024-08-07T07:20:21Z,NaN,NaN,NaN,1020.52625
2024-08-07T07:20:28Z,NaN,NaN,NaN,1020.52576
2024-08-07T07:20:35Z,NaN,NaN,NaN,1020.52576
2024-08-07T07:20:39Z,NaN,-0.542797,2.09362,NaN
2024-08-07T07:20:42Z,NaN,NaN,NaN,NaN
2024-08-07T07:20:49Z,NaN,NaN,NaN,NaN
2024-08-07T07:20:56Z,NaN,NaN,NaN,NaN
2024-08-07T07:21:03Z,NaN,NaN,NaN,NaN
2024-08-07T07:21:10Z,NaN,NaN,NaN,1020.53723
2024-08-07T07:21:17Z,NaN,NaN,NaN,1020.54346
2024-08-07T07:21:23Z,NaN,-0.380482,NaN,NaN
2024-08-07T07:21:24Z,NaN,NaN,NaN,1020.552
2024-08-07T07:21:27Z,NaN,NaN,2.68492,1020.55884
2024-08-07T07:21:31Z,NaN,NaN,NaN,1020.5786
2024-08-07T07:21:31Z,NaN,NaN,NaN,NaN
2024-08-07T07:21:38Z,NaN,NaN,NaN,1020.64136
2024-08-07T07:21:45Z,NaN,NaN,NaN,1021.36383
2024-08-07T07:21:52Z,NaN,NaN,NaN,1022.9202
2024-08-07T07:21:59Z,NaN,NaN,NaN,1024.0082
2024-08-07T07:22:03Z,NaN,-0.492183,NaN,1024.6423
2024-08-07T07:22:06Z,NaN,NaN,NaN,1024.6875
2024-08-07T07:22:13Z,NaN,NaN,NaN,NaN
2024-08-07T07:22:15Z,NaN,NaN,3.26926,1024.7754
2024-08-07T07:22:19Z,NaN,NaN,NaN,1024.8103
2024-08-07T07:22:20Z,NaN,NaN,NaN,NaN
2024-08-07T07:22:27Z,NaN,NaN,NaN,1024.861
2024-08-07T07:22:34Z,NaN,NaN,NaN,1024.8784
2024-08-07T07:22:41Z,NaN,NaN,NaN,1024.9519
2024-08-07T07:22:43Z,NaN,-0.485202,NaN,1024.9728
2024-08-07T07:22:48Z,NaN,NaN,NaN,1025.092
2024-08-07T07:22:55Z,NaN,NaN,NaN,NaN
2024-08-07T07:23:02Z,NaN,NaN,NaN,1025.1239
2024-08-07T07:23:03Z,NaN,NaN,3.95564,1025.1455
2024-08-07T07:23:07Z,NaN,NaN,NaN,1025.1534
2024-08-07T07:23:09Z,NaN,NaN,NaN,NaN
2024-08-07T07:23:16Z,NaN,NaN,NaN,1025.1731
2024-08-07T07:23:22Z,NaN,NaN,NaN,1025.1912
2024-08-07T07:23:23Z,NaN,-0.143117,NaN,1025.2028
2024-08-07T07:23:29Z,NaN,NaN,NaN,1025.2063
2024-08-07T07:23:36Z,NaN,NaN,NaN,NaN
2024-08-07T07:23:43Z,NaN,NaN,NaN,1025.2117
2024-08-07T07:23:50Z,NaN,NaN,NaN,1025.2131
2024-08-07T07:23:51Z,NaN,NaN,3.82578,1025.2166
2024-08-07T07:23:55Z,NaN,NaN,NaN,NaN
2024-08-07T07:23:57Z,NaN,NaN,NaN,1025.219
2024-08-07T07:24:03Z,NaN,0.408407,NaN,1025.2228
2024-08-07T07:24:04Z,NaN,NaN,NaN,1025.2257
2024-08-07T07:24:11Z,NaN,NaN,NaN,1025.2296
2024-08-07T07:24:18Z,NaN,NaN,NaN,NaN
2024-08-07T07:24:25Z,NaN,NaN,NaN,1025.2336
2024-08-07T07:24:32Z,NaN,NaN,NaN,NaN
2024-08-07T07:24:35Z,NaN,NaN,NaN,1025.237
2024-08-07T07:24:39Z,NaN,NaN,2.79622,1025.2404
2024-08-07T07:24:39Z,NaN,NaN,NaN,1025.2457
2024-08-07T07:24:43Z,NaN,0.410152,NaN,NaN
2024-08-07T07:24:46Z,NaN,NaN,NaN,1025.2488
2024-08-07T07:24:53Z,NaN,NaN,NaN,1025.2543
2024-08-07T07:25:00Z,NaN,NaN,NaN,1025.259
2024-08-07T07:25:07Z,NaN,NaN,NaN,NaN
2024-08-07T07:25:14Z,NaN,NaN,NaN,1025.2637
2024-08-07T07:25:21Z,NaN,NaN,NaN,1025.2632
2024-08-07T07:25:23Z,NaN,0.486947,NaN,1025.2632
2024-08-07T07:25:27Z,NaN,NaN,1.91738,1025.2568
2024-08-07T07:25:28Z,NaN,NaN,NaN,1025.2509
2024-08-07T07:25:35Z,NaN,NaN,NaN,NaN
2024-08-07T07:25:42Z,NaN,NaN,NaN,1025.2433
2024-08-07T07:25:49Z,NaN,NaN,NaN,1025.2375
2024-08-07T07:25:55Z,NaN,NaN,NaN,1025.2291
2024-08-07T07:25:56Z,NaN,NaN,NaN,NaN
2024-08-07T07:26:03Z,NaN,NaN,NaN,1025.2228
2024-08-07T07:26:03Z,NaN,0.469494,NaN,NaN
2024-08-07T07:26:10Z,NaN,NaN,NaN,1025.2148
2024-08-07T07:26:11Z,NaN,NaN,NaN,1025.2073
2024-08-07T07:26:15Z,NaN,NaN,1.07101,1025.1973
2024-08-07T07:26:17Z,NaN,NaN,NaN,1025.1847
2024-08-07T07:26:24Z,NaN,NaN,NaN,1025.1406
2024-08-07T07:26:31Z,NaN,NaN,NaN,1025.1055
2024-08-07T07:26:38Z,NaN,NaN,NaN,NaN
2024-08-07T07:26:43Z,NaN,0.44855,NaN,1025.0303
2024-08-07T07:26:45Z,NaN,NaN,NaN,1024.905
2024-08-07T07:26:52Z,NaN,NaN,NaN,1024.7794
2024-08-07T07:26:59Z,NaN,NaN,NaN,1024.698
2024-08-07T07:26:59Z,NaN,NaN,NaN,1024.5892
2024-08-07T07:27:03Z,NaN,NaN,0.333622,1024.5149
2024-08-07T07:27:07Z,NaN,NaN,NaN,NaN
2024-08-07T07:27:31Z,NaN,NaN,NaN,1024.1687
2024-08-07T07:27:39Z,NaN,NaN,NaN,NaN
2024-08-07T07:27:51Z,NaN,NaN,NaN,1023.55164
2024-08-07T07:27:51Z,NaN,NaN,0.570143,1022.6491
2024-08-07T07:27:58Z,NaN,NaN,NaN,1020.98486
2024-08-07T07:28:03Z,NaN,NaN,NaN,1020.5837
2024-08-07T07:28:05Z,NaN,NaN,NaN,1020.5357
2024-08-07T07:28:11Z,NaN,NaN,NaN,1020.5301
2024-08-07T07:28:12Z,NaN,NaN,NaN,NaN
2024-08-07T07:28:19Z,NaN,NaN,NaN,1020.5256
2024-08-07T07:28:26Z,NaN,NaN,NaN,1020.54065
2024-08-07T07:28:33Z,NaN,NaN,NaN,1020.53485
2024-08-07T07:28:39Z,NaN,NaN,1.70869,1020.5327
2024-08-07T07:28:40Z,NaN,NaN,NaN,1020.5336
2024-08-07T07:28:47Z,NaN,NaN,NaN,1020.53375
2024-08-07T07:28:54Z,NaN,NaN,NaN,1020.53326
2024-08-07T07:29:01Z,NaN,NaN,NaN,NaN
2024-08-07T07:29:08Z,NaN,NaN,NaN,1020.53
2024-08-07T07:29:11Z,NaN,NaN,NaN,1020.53
2024-08-07T07:29:15Z,NaN,NaN,NaN,NaN
2024-08-07T07:29:22Z,NaN,NaN,NaN,NaN
2024-08-07T07:29:27Z,NaN,NaN,2.50405,NaN
2024-08-07T07:29:29Z,NaN,NaN,NaN,NaN
2024-08-07T07:29:36Z,NaN,NaN,NaN,1020.5439
2024-08-07T07:29:43Z,NaN,NaN,NaN,NaN
2024-08-07T07:29:50Z,NaN,NaN,NaN,1020.54913
2024-08-07T07:29:57Z,NaN,NaN,NaN,NaN
2024-08-07T07:29:59Z,NaN,NaN,NaN,1020.55994
2024-08-07T07:30:04Z,NaN,NaN,NaN,NaN
2024-08-07T07:30:11Z,NaN,NaN,NaN,1020.5704
2024-08-07T07:30:15Z,NaN,NaN,3.08608,1020.62646
2024-08-07T07:30:18Z,NaN,NaN,NaN,1021.57104
2024-08-07T07:30:25Z,NaN,NaN,NaN,NaN
2024-08-07T07:30:32Z,NaN,NaN,NaN,1023.0955
2024-08-07T07:30:39Z,NaN,NaN,NaN,NaN
2024-08-07T07:30:46Z,NaN,NaN,NaN,1024.3529
2024-08-07T07:30:47Z,NaN,NaN,NaN,1024.6471
2024-08-07T07:30:53Z,NaN,NaN,NaN,1024.7037
2024-08-07T07:31:00Z,NaN,NaN,NaN,1024.8378
2024-08-07T07:31:03Z,NaN,NaN,3.72144,NaN
2024-08-07T07:31:07Z,NaN,NaN,NaN,1024.8596
2024-08-07T07:31:14Z,NaN,NaN,NaN,1024.8663
2024-08-07T07:31:21Z,NaN,NaN,NaN,NaN
2024-08-07T07:31:28Z,NaN,NaN,NaN,1024.9257
2024-08-07T07:31:35Z,NaN,NaN,NaN,NaN
2024-08-07T07:31:35Z,NaN,NaN,NaN,1024.9526
2024-08-07T07:31:42Z,NaN,NaN,NaN,1025.0547
2024-08-07T07:31:49Z,NaN,NaN,NaN,1025.1012
2024-08-07T07:31:52Z,NaN,NaN,3.951,NaN
2024-08-07T07:31:56Z,NaN,NaN,NaN,1025.1173
2024-08-07T07:32:03Z,NaN,NaN,NaN,1025.1436
2024-08-07T07:32:10Z,NaN,NaN,NaN,1025.162
2024-08-07T07:32:17Z,NaN,NaN,NaN,1025.1929
2024-08-07T07:32:24Z,NaN,NaN,NaN,NaN
2024-08-07T07:32:31Z,NaN,NaN,NaN,1025.202
2024-08-07T07:32:38Z,NaN,NaN,NaN,1025.2058
2024-08-07T07:32:40Z,NaN,NaN,3.02115,NaN
2024-08-07T07:32:45Z,NaN,NaN,NaN,1025.2106
2024-08-07T07:32:52Z,NaN,NaN,NaN,1025.2142
2024-08-07T07:32:59Z,NaN,NaN,NaN,1025.217
2024-08-07T07:33:06Z,NaN,NaN,NaN,1025.2211
2024-08-07T07:33:13Z,NaN,NaN,NaN,1025.2247
2024-08-07T07:33:20Z,NaN,NaN,NaN,NaN
2024-08-07T07:33:27Z,NaN,NaN,NaN,1025.2291
2024-08-07T07:33:28Z,NaN,NaN,1.94753,NaN
2024-08-07T07:33:34Z,NaN,NaN,NaN,1025.2325
2024-08-07T07:33:41Z,NaN,NaN,NaN,1025.238
2024-08-07T07:33:48Z,NaN,NaN,NaN,1025.2406
2024-08-07T07:33:55Z,NaN,NaN,NaN,1025.2472
2024-08-07T07:34:02Z,NaN,NaN,NaN,1025.2512
2024-08-07T07:34:09Z,NaN,NaN,NaN,1025.2562
2024-08-07T07:34:16Z,NaN,NaN,1.11275,NaN
2024-08-07T07:34:16Z,NaN,NaN,NaN,1025.2607
2024-08-07T07:34:23Z,NaN,NaN,NaN,1025.2665
2024-08-07T07:34:30Z,NaN,NaN,NaN,1025.2676
2024-08-07T07:34:37Z,NaN,NaN,NaN,1025.2676
2024-08-07T07:34:44Z,NaN,NaN,NaN,1025.2626
2024-08-07T07:34:51Z,NaN,NaN,NaN,1025.2562
2024-08-07T07:34:58Z,NaN,NaN,NaN,1025.2489
2024-08-07T07:35:04Z,NaN,NaN,0.398549,NaN
2024-08-07T07:35:05Z,NaN,NaN,NaN,1025.2424
2024-08-07T07:35:08Z,NaN,NaN,NaN,NaN
2024-08-07T07:35:36Z,NaN,NaN,NaN,1025.2338
2024-08-07T07:35:40Z,NaN,NaN,NaN,1025.2272
2024-08-07T07:35:48Z,NaN,-0.387463,NaN,1025.2197
2024-08-07T07:35:51Z,NaN,NaN,NaN,1025.2122
2024-08-07T07:35:52Z,NaN,NaN,0.435651,1025.2021
2024-08-07T07:35:58Z,NaN,NaN,NaN,NaN
2024-08-07T07:36:04Z,NaN,NaN,NaN,1025.1921
2024-08-07T07:36:05Z,NaN,NaN,NaN,1025.1566
2024-08-07T07:36:12Z,NaN,NaN,NaN,NaN
2024-08-07T07:36:12Z,NaN,NaN,NaN,1025.1017
2024-08-07T07:36:19Z,NaN,NaN,NaN,1025.0267
2024-08-07T07:36:26Z,NaN,NaN,NaN,1024.9086
2024-08-07T07:36:28Z,NaN,-0.553269,NaN,1024.8104
2024-08-07T07:36:33Z,NaN,NaN,NaN,NaN
2024-08-07T07:36:40Z,NaN,NaN,NaN,1024.7689
2024-08-07T07:36:40Z,NaN,NaN,1.80376,1024.6147
2024-08-07T07:36:47Z,NaN,NaN,NaN,1024.5023
2024-08-07T07:36:54Z,NaN,NaN,NaN,NaN
